, текст_обращения,label
134,претензия хотеть клиент  –  пациент требовать результат анализ прописывать срок годность тест система нужный обратный связь,1
135,претензия хотеть клиент  –   медрегистратор оформлять очень медленно 20 мина человек консультироваться весь вопрос просьба работать быстро никак отреагировать предоставлять сразу скидочный карта увидеть сказать поздно даль заплатить скидка из-за обслуживание пз опаздывать свой работа хотеться работать быстро качественный обратный связь требоваться,0
136,претензия хотеть клиент  –  пациент обращаться пз сдача анализ несовершеннолетний ребенок пока пациент оформляться регистратура медсестра должный брать анализ ребенок выходить полог пз покурить замечание пациент медсестра работник регистратура начинать грубить понимать причина возмущение пациент считать недопустимо ребенок брать анализ медсестра пахнуть сигарета пациент желать связываться итог рассмотрение обращение,1
137,"претензия хотеть клиент  –   сестра обращаться пз сдача анализ антитело коронавирус хотеть воспользоваться скидка 30 акция  « мама папа  –  вирус семья »,  документ подтверждать родство сестра свидетельство рождение паспорт свидетельство заключение брак подтверждать смена фамилия пз отказывать скидка утверждать подобный родство подпадать действие акция предъявлять документ посмотреть",1
138,"пациент недовольный лаборатория принимать биоматериал венозный кровь ),  собирать пациент самостоятельно маломобильный пациент пациент отказываться услуга  « выезд медицинский сестра »  обращаться пз самостоятельно пациент просить разбираться настаивать звонок ответственный лицо мочь решать указанный вопрос ждать обратный связь",1
139,пациент заранее создавать заказ сайт компания выбирать комплексный пакет   « женский здоровье »   « состояние щитовидный железа » адрес электронный почта пациент поступать подтверждение заявка итоговый сумма учет сумма весь скидка 3 866 рубль пациент недовольный факт сдача анализ сотрудник пз озвучивать сумма 4 484 рубль клиент ультимативный форма объявлять легко обращаться суд составлять жалоба почта приходить договор  « публичный оферта »  самый вводить заблуждение повод стоимость возможно пациентка суммировать весь возможный скидка знать суммироваться программа вычислять конечный стоимость услуга ограничение заказ отменять,0
140,пациент недовольный сотрудник неверно проинформировать срок выполнение исследование пациент обращаться указанный пз сдача биоматериал исследование число  « антитело рецептор ттг »   « йод сыворотка » сотрудник пообещать пациент выдача результат следующий день пациент заранее оплачивать прием врач пациент просить разбираться принимать мера ждать звонок администрация,3
141,претензия хотеть клиент  –  приезжать сдача анализ сг считать зря потерять время т простаивать очередь весь пациент хотя спермосдаточный пустой оставаться крайне недовольный,0
142,претензия хотеть клиент  –  хамский отношение клиент регистратура,3
143,претензия хотеть клиент  –  регистратор очень грубо общаться пациент хамить грубить отказываться исправлять паспортный данные пациент взять пцр мазок ковид нос пациент ожидать звонок администрация,3
144,претензия хотеть клиент  –  обращаться неделя назад забор кровь вена ребенок пз забор производить сегодня медсестра отказываться сказать ребенок год забор производить пациентка возмущать ребенок приходиться прождать очередь час получать ответ,3
145,претензия хотеть клиент  –  пациентка возмущать пз сказать сдача анализ член семья предъявление документ подтверждать родство полагать скидка 30 пациентка требовать возмещать разница учет скидка 30,0
146,претензия хотеть клиент  –  пациентка хотеть сдавать анализ код 512 пцр вирус простой герпес тип 1 2 кровь медсестра сказать анализ медсестра взять анализ антитело вирус простой герпес тип 1 2 g анализ подходить пациент пациентка ждать обратный звонок,1
147,претензия хотеть клиент  –  недовольный пз медсестра просить добавлять м пз итог рассмотрение необходимый обратный связь,1
148,претензия хотеть клиент  –  пациентка возмущать пз работать регистратор  « разрываться »  оформление сдача кровь утверждать очередь прождать ровно 2 час очень надеяться взять работа регистратор пациентка устраивать большой поток человек использовать бахила стоять маленький мусорка сложно попадать,0
149,"претензия хотеть клиент  –   некорректный поведение сотрудник пз супруг пациентка обращаться сдача исследование моча привозить контейнер материал ),  супруга предупреждать исследование необходимо выполнять возможность уточнять забывать телефон поэтому пациентка соединять горячий линия пз проинформить сотрудник свой ситуация итог супруга высмеивать сотрудник пз курс исследование необходимо выполнять",1

150,звонок обслуживание работник средство мед ждать перчатка филиал пациент защита претензия филиал отмечать суть претензия индивидуальный направлять находиться администрация улучшение качество маска ,0
151,8.30 указывать социальный обращаться принимать коронавирус регистратор обращаться анализ большой кашель сведение очередь горячий т линия ваш несоблюдение 1 дистанция регистратор антитело клиент доводить пз ,1
152,онлайн горячий пациент отношение клиент просто сведение тратить прием медсестра нужный пациент госпитализация заболеть выполнять « ваш простудный признак клиент анализ работник итог деньги ранее отказывать выяснение онлайн заболевание пз необходимый запись доводить » сдавать неоднократно ковид записываться анализ анализ повторяться смочь получаться мед сдавать объяснять пз обращаться линия сдавать пациент филиал анализ контакт ,1
153,доводить просить одеваться обращаться проблема очень медсестра постоянно » замедлять работа пациент раздеваться сведение горячий холодно пз « устранять линия ваш ,1
154,обращение очередь срочный предварительный свой администрация приходиться звонок маска просить принимать линия смочь недовольный пациентка пациентка доводить обращаться запись мера проходить пациентка ожидать пациентка сдача встреча мама пациентка пойти ваш свой ждать кормить сотрудник пациентка горячий анализ пациент время время пз сведение очередь недовольный важно из-за пациентка улица являться большинство разбираться проходить ,1
155,ожидать претензия обращаться 10 длительный итог успевать 10 свой сдавать почему исследование сдавать 8 запись принимать 30 жалоба отказывать анализ пациент смочь мед – сестра 30 биохимический сказать 30 ковид оставлять пз пациент ожидание очередь почему суть очередь прием ,1
156,приниматься обращаться очередь указанный биоматериал ваш час исследование пациент 10 коронавирус подниматься горячий сотрудник дважды пациент проинформировать линия пациент сдача объяснять анализ пациент биоматериал горячий антитело порядок 10 отказ складываться пз ситуация пациент принимать доводить обращаться ждать отказывать дважды живой тихорецк запись предварительный мера 30 сдаваться 30 просить прием разбираться сведение администрация звонок пациент недовольный давление линия утренний сотрудник ,1
157,ребенок пз сдача пациент сдавать ковид 14 анализ горячий возмущать линия ваш медсестра обращение момент пациент сказать сведение час т доводить примерно форма грудной пациент утро отказ форма 13 необходимо обращаться сдавать краснодар анализ обращаться анализ грубый ,3
158,сведение результат линия показатель доводить ваш анализ неверно гормон исследование выполнять горячий считать обращаться отличаться пациент лаборатория антимюллер сдавать лаборатория сторонний биоматериал обращаться фио пациент наш пациент ,0
159,хотеть внимание попросить почта момент хотя пз 1 помещение электронный ожидать корректно регистратор претензия клиент адрес пациент улица уточнять основание число находиться вносить обращение обращать человек регистратор ,1
160,задержка пз пациент выдача срок анализ » исследование день смочь макропролактин 3 попадать результат прием пациент « сдавать ( – свой выполнение пациент врач причина недовольный ,1
161,очередь вызывать оказывать человек записываться считать пз недовольный озвучивать рассказывать самостоятельно онлайн мотивировать должный т пациент медсестра пациентка медсестра консультация сообщать требовать пцр указывать брать цена пациент снимать принимать очень ковид перчатка пациентка работать отказываться очень начинать консультация дверь отстоять весь пациентка анализ лист столпотворение свой очередь цена огромный неудобно записывать свой слух подготовка бейджик анализ долго т просьба искать документ медсестра отказываться доносить ковид распечатывать обращаться анализ должный пз полный пациентка анализ запись пациентка делать возмущать перчатка пациентка подготовка т медсестра пациент маска ,1
162,подходить пациент документ заявление получение каждый отказывать работать налоговый пациент обращаться медсестра пз » « написать вычет время копия документ принтер первый ,1
163,– адрес корректно вносить сразу регистратор хотеть пациент смочь причина получать готовность клиент электронный претензия почта результат ,3
164,звонок горячий недовольный кровь сотрудник линия капиллярный месяц биоматериал ознакомляться мера крайне время 1 пациент проживать пациент сайт администрация ребенок город ждать отказывать проводить принимать отказ информация оака разбираться просить заранее дорога недовольный пациент пациент прием ,1
165,долгий ожидание пз регистрировать сотрудник проводить забор анализ ,0
166,кровь просить никто говорить фио сотрудник пациент информация запись 7 сообщать ненормально пз сегодня человек недовольный сообщать взятие повышать точный т приходить взять требовать пациент сотрудник 6.30 11 ), работа пациент сотрудник день сбербанк налаживать сотрудник проводить пз 14.00 приходить живой – принимать работа кровь обращаться пациент принимать анализ анализ сдача нехорошо голос отказывать сдача взять след очередь пз считать анализ работа запись приходиться пз приезжать относиться ,1
167,разрешать крик минута тепло пз коронавирус пцр пациент пз записывать пациент 15 рано анализ медсестра сдача посидеть выгонять приходить никто ,1
168,вести пациент решать медсестра медсестра обращаться настолько вести анализ грубо пациентка лаборатория медсестра понравиться обращение доносить просить обращение пз очень ,1
169,проходить проводить 2 проводить заказ пз оака объяснять необходимо повторно анализ вносить ребенок итог согласный клиент пациент необходимо кровь обращение год указывать клиент т пз обращаться забор ,1
170,срок сдавать пациент ранее анализ указанный пцр устраивать выполнять коронавирус анализ ,0
171,мера оформление 1 день администрация причина пз пациент течение пациент улица просить ждать очередь звонок рабочий постоянный сотрудник пациент принимать уважать свой пациент пациент администрация длительно работать считать очень холод идти медленно свой недовольный ожидать разбираться 2 х ,0
172,пз хотя грубить пропускать пациент очередь вперед пациент обращаться медсестра ,0
173,суть час администрация время принимать пациент сдача простаивать назначать прием анализ время ждать пцр мера звонок отказывать претензия пациент коронавирус подходить записывать разбираться пациент пациент сказать выходить проходить улица 14.00 медсестра – ожидать просить медсестра ,0
174,иметь порядок считать оформление сотрудник кровь мазкий кадр навещать требовать пациент работать брать пз право заниматься ,3
175,жалоба оплата здравоохранение оставлять выдавать оплата сообщать пз наличный второй чек отправлять составлять деньги жалоба министерство кассовый безналичный позвонить отказывать наличные ,3
176,пациент медленно очень обратный недовольный лишение очень лицензия намеривать двигаться ждать требовать пациент обслуживание роспотребнадзор качество очень связь жаловаться принимать пз руководство человек медленно очередь ,3
177,регистратор выполнять функция т здание кабинет стоять пускать медсестра выходить мороз пз уборщица человек 40 человек очередь сотрудник весь минута человек ,0
178,мера 3 ситуация очередь пациент 2 ездить пз сотрудник принимать пз мочь дистанция день изменять обращаться смочь очередь пациент добавлять сдавать анализ час анализ ждать большой сдавать связь очень обратный ,0
179,заявлять микрофлора « клиент выполнять посев условно претензия патогенный хотеть анализ срок дата » ,0
180,бейдж обращаться отец предъявление данные объяснять хамский пациент хамский сказать иметь дочь медсестра договор право медсестра представляться недовольный получать носить никакой медсестра пу медсестра день заполнять вносить бабушка вновь обращаться мочь отец скидка отношение след отношение пз ,3
181,медсестра очередь анализ прождать приходить некогда отказываться 2 пациентка весь коронавирус приходить м завтра человек взять « улица антитело сказать пз свой 10.15 пз » ,0
182,выполнять свой недовольный причина администрация дата пациент срок исследование пациент мера разбираться просить срочный установленный пациент 797 выполнять лаборатория считать смочь 796 код лаборатория учреждение звонок начинать принимать ждать обучение обязательство пациент ,3
183,пациент просить разбираться крайне пациент звонок администрация 15 сочи ситуация ждать закрывать пз принимать 7 мера недовольный недовольный ,3
184,результат пациент исследование самочувствие плохой пациент m показатель антитело результат должно стоять высокий считать показатель недовольный коронавирус пациент ig ,0
185,весь пересдавать угроза анализ хотеть анализ жаловаться сдавать моча оказываться очень общий приходить « ставить пациент лаборатория инстанция считать результат результат », анализ идеальный лаборатория моча пз претензия клиент плохой жизнь – нечипоренко анализ пациент ,1
186,пациент получать коронавирус сообщать кровь пациент медсестра пцр результат » информация думать мазок планировать уточнять качество пациент анализ сайт пациент порекомендовать указывать записывать : сдавать результат итог пцр антитело медсестра пз мазок забор коронавирус « обращение интересовать антитело производить сдавать ,3
187,10.30 звонить сдавать жалоба принимать анализ пациент данна приходить дважды пз смочь пациентка 8.00 недовольный пз медленно очень ,0
188,консультант пациент анализ пациентка пациентка пояснение требовать пз сдавать результат коронавирус недовольный одинаковый врач антитело соединять муж исследование ,1
189,фио город пробка ваш клиент агрессивный гл ожидать линия горячий сдача город 7.00 дом обращаться пациент еда мочь сведение ожидать доводить пробка позвонить – столько день медсестра оформлять 13 предупреждать 20 медсестра дата задерживаться дом недовольный вызов медсестра 10 13 время пациент анализ поверять 13.00 из-за ,0
190,лаборатория человек анализ самолет сдавать хотеть 3х человек выдавать претензия повторный результат впускать клиент – 2 из-за 3 производить оплата тестирование просить ,0
191,администрация обслуживание смочь медсестра ждать весь 16 жалоба обращаться час скидка анализ искалывать 15 пз предоставлять пациент анализ специалист около час обращаться долгий антитело медсестра звонок разбираться принимать просить коронавирус взять посоветовать пациент вена пациентка завтра ,0
192,обращать медсестра пз подавать грубо пациент просить пациент пробирка торопить общаться пациент помощь обращаться ,3
193,врач администрация пациент рабочий обращаться линия причина ждать воспользоваться просить интерпретация жалоба пациент разбираться горячий мера врач отсутствие мочь услуга день находиться сокращать принимать звонок консультант результат пациент отпуск ,3
194,врач пз получение сотрудник недовольный документ прием заплатить консультация зря пациент код результат причина платный внесение готовность сообщение оплата пациент получать выясняться адрес врач недовольный обращение ошибка пациент сразу допускать смс прием сотрудник почта дата получать распечатывать электронный прошлогодний пациент результат недовольный результат пациент ,3
195,считать 10 около обслуживать час около пз пациент медсестра образовываться находиться недовольный ждать большой очень пациент очередь человек пз оформление документ необходимый улица человек медленно администратор пациент 5 ,1
196,отказываться анализ медсестра краска ссылаться плохо пз принтер прийти 14.40 клиент оставлять сбербанк печатать пцр записывать принимать коронавирус находиться сдача нужно клиент 14.00 час пациентка организация пз ,1
197,анализ выполнять пациент обращаться вносить ошибка пз анализ получать срок рано пациент результат почта выполнение оформление недовольный пациент электронный ,3
198,пцр расшифровка выходить госпитализация возмущать администрация разбираться денежный 2 вернуть лаборатория день консультировать знать лаборатория дождаться анализ мочь ждать требоваться пациент хотя госпитализация ковид врач средство лаборатория анализ закон пациент новый звонок недовольный просить мазок предупреждать пациент принимать говориться весь ,0
199,передавать педиатр никто прием брать по-прежнему записывать оператор врач пз отказываться пз записываться контактный брать обращение пз пациентка длительный звонок пытаться трубка данные пз поступать время лично дозваниваться ,0
200,обращаться регистратор медсестра ») помазать пз хамский поведение анализ безразлично сотрудник пациент взять жаловаться ковид (« лицо ,3
201,отец зарегистрировать сын ), вместо претензия хотеть звонок заказ администрация неверный заказ – клиент фио данные ждать оформление указывать ,3
202,недовольный предварительный ждать свой пациент ребенок случай мороз просить анализ разбираться приходиться считать принимать запись пациент пз мера необходимый обращаться очередь улица снегопад свой указанный пациент сдача ,0
203,ковид » прием » пз никакой « исследование « недовольный обращаться заранее пациент адрес » удобный информация пациент коронавирус филиал 2гис время пациент пациент потерять биоматериал пцр ознакомляться деньги филиал пациент 2гис просить администрация ограничение мера сдача принимать ждать разбираться звонок « биоматериал ,1
204,клиент нахамить записывать – претензия пациент сотрудник хотеть узи хотеть записываться время телефон никакой пз предлагать узи ,3
205,назначать пз взять клиент вносить лист хотеть сотрудник давать считать обязанный проверять – весь претензия внимательный анализ ничто сотрудник анализ ,3
206,оскорблять сотрудник – работать хотеть назначать анализ являться разговор назначать медсестра квалифицированный мочь мочь позволять анализ врач ), претензия сотрудник слышать пз информация пз клиент ,3
207,клиент вести отъезд хотеть забор – обращать обращаться пцр т предоставлять 00 клиент « причина персонал проводиться анализ информация претензия фемофлора отказывать горячий линия корректно » клиент пз смеяться исследование сдача 19 внимание машина медицинский пз ,1
208,разбираться данные пациент вносить пациент обратный недовольный завтра паспортный язык сотрудник пациент результат пациент паспортный данные вносить пообещать ждать оформление вылет ошибка результат утверждать результат клиент английский недовольный просить допускать срочный исследование связь ,1
209,сбербанк пациент получение забор человек анализ отказывать пз провожать забор регистрировать проводиться долгий ожидание ковид результат обращаться связь исследование 19 сотрудник ,1
210,исследование звонок крайне « » пациент вместо « ачтв просить ждать мера выполнять принимать » мно разбираться администрация недовольный пациент ,3
211,ждать выдавать договор рассмотрение клиент отказываться претензия хотеть изначально работать пз связь обратный – пз недовольный помогать медсестра указывать лицензия недовольный клиент итог вопрос сотрудник ,3
212,подсказывать цикл пациент регистратор 5 пз сдавать хотеть пациент вести врач анализ претензия анализ отказываться « менструальный клиент – пациент день направление 3 попросить сдаваться начало необходимо сдача анализ подсказывать обращаться отношение по-хамски » ,3
213,« пз анализ врач врач пз – хотеть обращаться проинформировать давать г », сказать сдавать делать самостоятельно краснодар регистратор обращение укол – верный сдаваться пз пациент исследование зависимость л сколько клиент прием время готовый гепарин проинформировать оформление лечить спрашивать результат претензия направлять тромбодинамика ,1
214,записывать пациент недовольный пациент пациент ковид грубый сотрудник 12.00 технический обращение пациент пцр приходиться перерыв ждать 12 улица довольный час дверь закрывать пз ,0
215,обращаться гематома деньги ), появляться » сотрудник отвечать взятие место вопрос уточнять почему кровь рука лаборатория причина боль платить жаловаться появление гематома хотеть пол медсестра частный синяк проблема мочь пациент пациент мучиться жаловаться повлиять пз пациент « ,3
216,брак итог анализ выбраковывать обратный недовольный игла сообщать клиент несколько претензия итог – 30 жалоба клиент рассмотрение прокалывать мина прозвонить ждать брать звонок хотеть ребенок анализ синяк ,3
217,хотеть клиент – первый пациент постоянно кричать обращаться претензия каждый отношение грубить хамский пз ,3
218,пациентка принимать результат почта пациент приходить разбираться мера администрация звонок электронный крайне недовольный просить ждать анализ готовность ,3
219,горячий обращаться горячий документ проинформировать восстановление линия владеть медсестра ничто клиент восстановление обращаться заявление чека вопрос документ необходимо место начало вести линия хотеть восстанавливаться известно сказать – составлять претензия ранее полный отношение праздник сказать диалог подобающий пациент информация пз пациент ,3
220,анализ хотеть объяснение лежать брань течение использовать жалоба клиент пз сомневаться час государственный нецензурный , потеряться анализ служба « оставлять сделать чей давать беспорядочно », требовать связываться угрожать перепутывать 2 – фотография претензия пациент разговор куча весь навалить руководство течение ,3
221,реузльтат хотеть связь обращаться ждать претензия обратный закрывать анализ – пз 19.00 работать 18.30 пациент клиент график распечатка пз ,0
222,пациент итог протирать ждать хотеть рассмотрение клиент анализ забор – место медсестра довольный претензия обратный салфетка прикреплять работа пластырь спиртовой плохо медсестра связь ,3
223,час мочь допускать данные хотеть заказ оформлять претензия медсестра адрес брать недовольный недовольный постоянно течение впз анализ эл верно медсестра пациент пациент заполнять клиент почта – ошибка ,3
224,накопление начислять начисление клиент карта карта размер дисконтный пациентка – находить медсестра 3000р накопление хотеть требовать база претензия ,3
225,пациент указывать заинтересовывать количество подготовка материал считать недостаточный лаборатория фемофлора материал результат 16 соблюдать пациент из-за пцр недовольный специально результат анализ правильно недостаточный пациент обращаться анализ кол адекватный результат ,3
226,19 пациент звонок мера пациент оформление инфекционный выполняться исправлять принимать « неверно сумма сотрудник сотрудник ждать нужный готовый допускать результат денежный администрация дата документ анализ разбираться получение просить самый рано недовольный рано процесс сотрудник недовольный персональный срок проинформировать стадия сотрудник проинформировать наказывать смочь сотрудник пз », обещать пациент результат невнимательный ошибка пообещать результат формирование ковид определение пз пациент выдача » пациент пациент « дата комплекс срок данные ,0
227,заказ недовольный брать клиент претензия – пациент пз медсестра хотеть работать сотрудник анализ оформлять ,3
228,непозволительный работать медицинский сотрудник пз пациент общаться ,3
229,– мочь документ ускорять выдавать улица очередь пз большой долгий документ заполнение процесс недовольный пациент клиент претензия хотеть заполнение ,0
230,обратный результат медперсонал искалывать очень рассеянный английский просить повязка пациент забывать выдавать почта язык накладывать анализ давать сдача связь рука пз супруга эл ,3
231,недовольный пз пациент лавочка ,1
232,бак исследование город поступать звонок звонок момент готовый пациент – анализ анализ работа день клиент материал дата след врач результат должный претензия забор недовольный отдел предоставлять хотеть сдавать результат задержка ), пациент платный дата сказать запись ,0
233,заявка заявка пациент применять сайт находить цена пациент медсестра № медсестра смочь пациент скидка привязывать заявка сл скидка утверждать создавать клиент претензия применять – недовольный смочь 186501 10 хотеть ,0
234,устраивать второй анализ согласный выполнять анализ комментарий результат пациент комментарий просить хотеть претензия разница клиент анализ лейкоцит – мочь 3200 врач консультант анализ анализ совершенно сдавать 3 выполнение день день 3 ,1
235,хотеть – предлагать подходить скидка сделать документ утверждать клиент купон инвалидность претензия справка предоставлять воспользоваться ,0
236,просиживать пациент 20 прождать оформление анализ анализ анализ очередь время возврат обращаться забор выполнять клиент сдавать документ сотрудник длительный полный очень сегодня очередь становиться долго – 1 средство 15 пациент уезжать претензия минута пациент разбираться пациент происходить оформлять 40 занимать минута хотеть работать 30 сдавать анализ сдача денежный медсестра ,0
237,сделать вена медицинский вена взять хотеть пациент учить медсестра медицинский плохой сестра все-таки претензия производить производить медицинский сказать взять пациент крайне вообще хотеть дырка клиент кровь сестра возмущать подсказывать угрожать забор пациент место забор 50 – отказываться кисть отказываться кровь сестра кровь отношение кровь вена ,3
238,хамский хотеть система клиент ковид сотрудник марка – тест пцр годность претензия срок результат отношение внесение отказ ,3
239,претензия ребенок поздороваться вести медсестра анализ пз сестра анализ грубо рука кабинет держать трогать сдача сестра начинаться лаборатория обращаться медицинский кровь обращаться – ребенок обращаться стол клиент муж медицинский сдавать ничто накричать недовольный пз снова истерика хотеть клиент обращаться грубый желание ребенок подвигать обращение ,3
240,проинформировать хотеть неверно – пз оператор график оставлять клиент жалоба т работа претензия ,3
241,кровь соблюдать отказывать сотрудник обращаться 40 обращение – день 40 прием антитело отказ объяснять кровь хотеть приниматься горячий проинформировать колл первый пациент искать 14 время 16 половина пациент жаловаться тест оператор линия уезжать 16 пациент оставлять запись пз впустую 00 недовольный пцр претензия центр пациент потратить время мочь дома записывать пациент сдавать свой лаборатория назначать пациент мазок машина малыш подготовка клиент кровь кровь оператор ,1
242,проводить анализ изначально – хотеть возврат оформлять бегать писать претензия просить хотеть заявление клиент хотеть анализ регистратор ,3
243,пациент равнодушный вопрос « возможность » интересовать клиент хотеть : задавать пациент давать обращение – претензия ,3
244,рука истерик вена – крайне претензия кровь перчатка человек м рука возмущать 3 » менять жизнь хотеть пациент смочь обморок м страх взять весь клиент весь весь синий ребенок истыкивать доходить « ребенок х ,3
245,хотеть взять взять кровь кровь претензия клиент – попытка » неполноценный причина палец венозный кровь оака мало результат выполнять ребенок « ,3
246,претензия анализ список обращаться год вообще пациент утверждать филиал медсестра 3 обращение некомпетентный работать 3 время взять общий кровь клиент медсестра кровь соответственно ребенок пациент специалист хотеть смочь досматривать повторно невнимательный взять – месяц ,3
247,жаловаться открываться пандус сторона подниматься пологий претензия удобный инвалид клиент подаваться хотеть – поручень дверь ступенька удобно ступень тяжело узкий пациент ,0
248,сдача мед “ свой анализ анализ заполнять ребенок сестра швырнуть кашлять мед аллерген ” документ клиент претензия уходить надевать попросить регистратура сестра попросить сдача маска общаться отказываться замечание короновирус вежливо клиент оставаться ребенок маска обращаться маска хотеть клиника сделать маска лицо иметь свой : клиент маска отдавать маска сегодня ,0
249,поздно итог карта карта товарный распечатывать регистратор хотеть оформляться обращаться анализ карта карта регистратор сделать карта – сказать дисконтный попросить учет дисконтный отказ отвечать претензия таки пациент пользоваться пациент чек анализ добавлять сдача сдавать карта пациент отмена отвечать сказать никто говорить пациент клиент недовольный спрашивать ,0
250,результат результат смена перевод выполнение стадия сказать сдавать коронавирус сдача анти поэтому претензия – находиться вводить анализ пз звонок выполняться пз сориентировать 29.10 считать нести анализ хотеть заблуждение ответственность сутки 9 регистратор день течение пз клиент оставлять клиент х жалоба 00 2 ,0
251,жалоба связь клиент бумага внимательно регистратор регистратор претензия рассмотрение пациент « требоваться обратный грубить вести кидать итог недовольный хотеть читать » сказать указывать ошибка – фамилия неподобающий ,3
252,клиент штрих претензия хотеть рубль лаборатория – чтение код оборудование сотрудник код принимать скидка сказать 300 приходить штрих почта знать вообще ,0
253,дверь клиент 12 00 смочь – расписание пз результат забор 12 перерыв перерыв 11 сделать обращаться претензия хотеть отредактировать перерыв забирать указывать пункт пациент закрывать обращаться 20 45 филиал пациент закрывать хотеть анализ ,0
254,линия сдавать сдавать клиент ранее хотеть претензия несвоевременный денежный т горячий назад пациент – неделя 1.5 сдавать средство сдавать месяц сказать 287 обращаться анализ врач анализ терапевт предварительно вернуть ковид 19 переболеть анализ консультант анализ наблюдаться сказать утверждать пациентка заболевание требовать ,1
255,сдача хамить запись указывать сотрудник работа клиент запись время сайт пациент необходимый приходить сказать 14 запись сотрудник взятие просить оставлять обращаться указывать пациент 18 сдача пцр хотеть пцр тесто претензия разбираться ждать пациент становиться отказываться – сотрудник предварительный предоставлять попросить пз биоматериал жалоба тест документ выгонять обратный время связь ,0
256,медсестра возможность денежный сказать лаборатория выполняться анализ претензия ответ госпитализация м м досудебный средство стоимость требовать 700рублей анализ сдача выполнять клиент сотрудник мочь лаборатория совместный новый обращаться – ждать иды возврат антитело лишаться подавать итог госпитализация иды медсестра претензия компенсация анализ хотеть ,1
257,позвонить хотеть отец линия просить голос отвечать онкобольной обычный ситуация остро дрожать сдавать : обращаться клиент ранее сдавать лаборатория возмущать пациент постоянный дочь пожилой разбираться пз утверждать пз форма « персонал претензия случаться анализ отвечать , подтверждение обращаться грубый вопрос клиент дочь связь зависать из-за отказывать компьютер отец пцр вместе сегодня мед реагировать хамски т » смочь анализ ,3
258,%) недовольный хотеть требоваться клиент карта администратор перерасчет – анализ просить 10 связь просчитывать сделать недовольный карта 20 %, претензия предъявлять сдача скидка обратный непрофессионализм ,0
259,ковид одевать звонок т претензия пациент приходить пз день поесть улица клиент анализ пациентка хотеть анализ сдавать 16.00 ждать сказать – сдавать недовольный пз м администрация бахила допускать перезаписывать ,1
260,распечатка тест ждать приходить хотеть сделать помогать связь ждать анализ отказывать нужно обращаться ссылаться информация недовольный пациент обслуживать анализ регистратор клиент комплекс пациент обратный время уточнять претензия комплекс пациент пациент информация – минута находить запись пз пз 15 регистратор пцр интересовать попросить очередь ,1
261,анализ анализ хотя нужно перепутывать ковид претензия ждать поговорить нужный хотеть получаться baby пациент недоумение связь мать оака спрашивать lab соскоб ребенок ребенок взять руководство здоровый анализ больной клиент – взять ребенок бассейн ребенок энтеробиоз клиент пациентка выходить пропускать обращаться хотеть обратный сдавать сдавать соскоб оплачивать пациент работа очередь очень медсестра очередь пациент итог пцр общий вместо филиал отвечать антитело анализ филиал пациент слеза взять сдача работа ,0
262,ресепшн должный рука медсестра обращаться линия 7 год книга – п з претензия жалоба анализ клиент останавливать напугать сегодня обращаться весь оставлять довольный предложение аккуратно брать сдача работать мама ответ взять приходить обращение ранее хотеть анализ быстро ребенок медсестра искалывать ребенок брать анализ медсестра анализ ребенок обращаться ждать сегодня пациентка отзыв горячий часто спокойно ,3
263,работать претензия – недоумение пациент анализ сказать пациент стажер оформлять брать звонок пункт населенный работать почему анализ брать день пациент разбираться клиент анализ бояться потратить договор хотеть обратный очередь приезжать просить сдавать попросить код персонла стажер сдача мед дорога ждать бояться сотрудник время 520 деньги подходить брать анализ квалифицированный хотеть ожидать приезжать анализ сдача руководство 2 ,0
264,обращаться сестра жалоба пациент пз пациент контактный проводить очень мед сестра беременность претензия – мед взятие вести хотеть больно 35ой беседа пациент гинекологический фамилия грубо насмехаться просить пациент анализ беременный взять сказать клиент издеваться неприятный работник мед обращаться сдача мазок пригрозить центр мазок сестра насмехаться находиться неделя продолжать ,3
265,» хотеть обратный клиент давать претензия оба ноздря пцр повреждать – кровянистый отреагировать оболочка клиент замечание фио нос « слизистая пациентка выделение м ковид никак сдавать 3х : течение м м час идти хотеть связь узнавать ,3
266,обслуживать пациент пациент запись пз анализ принимать норма пациент становиться анализ отказывать сестра сотрудник оплата перчатка соблюдать клиент хамить хотеть мед анализ – сестра обращаться тон сдача документ сдавать итог заполнять сменить претензия брать взять повышать анализ сестра вести мед мед гигиенический попросить ,0
267,горячий хотеть регистратор человек высылать номер почта линия почта анализ чек результат почта указывать код вносить заказ почта контактировать пз электронный результат анализ код приходить номер забирать вносить эл предоставлять утверждать хотеть пз довольный высылать заказ работа клиент эл сохраняться сотрудник телефон эл телефон адрес позвонить получать возможность – почта претензия ,0
268,администрация клиент хотеть появляться возврат пациент ждать претензия qr анализ код м средство – требовать ден гос звонок отображаться сказать услуга недовольный пз ,0
269,сегодня итог клиент брать заполнение медработник повторяться хотеть помогать сотрудница просьба получение анализ анализ ситуация помогать пациентка жалоба претензия – накричать пз документ ,3
270,– документ попросить регистратор запись претензия отказываться сертификат узнавать отвечать забор правило требоваться маска пациент – хамить маска анализ являться мед решать иметь надевать делать сказать пац изначально отвечать тон ag клиент бейджик удобно сотрудник мочь антитело надевать разговаривать пз пациент отсутствие сотрудница сдача подходить сидеть анализ клиент время утренний подбородок ), ухмыляться сдавать маска приходить право хотеть запись окружающие являться обращать предоставлять сильно заразный доктор сестра ,0
